https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume CFX,Volume USDT,tradecount
1653523200000,2022-05-26,CFXUSDT,0.0882,0.095,0.082,0.0908,29190639.0,2590312.3067,14365
1653436800000,2022-05-25,CFXUSDT,0.0915,0.0938,0.0878,0.0881,8581206.0,774359.5555,4849
1653350400000,2022-05-24,CFXUSDT,0.0899,0.0921,0.0877,0.0915,10858939.0,977718.8263,5211
1653264000000,2022-05-23,CFXUSDT,0.0951,0.0959,0.0891,0.09,16017713.0,1487913.1954,6921
1653177600000,2022-05-22,CFXUSDT,0.0922,0.097,0.0901,0.0952,22549049.0,2121212.6359,10010
1653091200000,2022-05-21,CFXUSDT,0.0833,0.0931,0.0832,0.0922,20485457.0,1797906.2636,9210
1653004800000,2022-05-20,CFXUSDT,0.0876,0.088,0.0821,0.0832,12330193.0,1049614.9327,5293
1652918400000,2022-05-19,CFXUSDT,0.0822,0.0882,0.0805,0.0877,17490872.0,1484500.1301,7133
1652832000000,2022-05-18,CFXUSDT,0.0858,0.0885,0.0818,0.0822,19182541.0,1633509.7663,9397
1652745600000,2022-05-17,CFXUSDT,0.0827,0.0886,0.0827,0.0857,9860955.0,840681.982,4936
1652659200000,2022-05-16,CFXUSDT,0.0878,0.0879,0.0801,0.0827,19615400.0,1639076.4986,9553
1652572800000,2022-05-15,CFXUSDT,0.0796,0.0881,0.0781,0.0877,23991817.0,1972373.4199,9213
1652486400000,2022-05-14,CFXUSDT,0.0792,0.08,0.0745,0.0798,14103577.0,1096484.2421,7305
1652400000000,2022-05-13,CFXUSDT,0.0736,0.0936,0.0734,0.0792,43966868.0,3616864.0677,19255
1652313600000,2022-05-12,CFXUSDT,0.0822,0.0848,0.071,0.0735,35784106.0,2691665.3486,20152
1652227200000,2022-05-11,CFXUSDT,0.1023,0.1038,0.0804,0.0821,35955211.0,3359645.6564,19092
1652140800000,2022-05-10,CFXUSDT,0.1028,0.1101,0.1,0.1022,24030851.0,2525062.312,13460
1652054400000,2022-05-09,CFXUSDT,0.1173,0.1187,0.1023,0.1027,22869530.0,2514727.3136,15874
1651968000000,2022-05-08,CFXUSDT,0.1232,0.1232,0.1166,0.1172,8954680.0,1067358.8868,6423
1651881600000,2022-05-07,CFXUSDT,0.1264,0.1275,0.1213,0.1231,6450999.0,808236.1869,5136
1651795200000,2022-05-06,CFXUSDT,0.1261,0.1311,0.1225,0.1264,19007332.0,2407316.1491,12980
1651708800000,2022-05-05,CFXUSDT,0.1393,0.1412,0.125,0.1263,22634991.0,2995829.4412,14150
1651622400000,2022-05-04,CFXUSDT,0.134,0.1413,0.1317,0.1391,33614532.0,4583214.5292,17533
1651536000000,2022-05-03,CFXUSDT,0.1357,0.1403,0.133,0.134,16569281.0,2265643.4163,10149
1651449600000,2022-05-02,CFXUSDT,0.1365,0.1493,0.1332,0.1356,55735551.0,7758651.3226,30914
1651363200000,2022-05-01,CFXUSDT,0.1352,0.1378,0.1318,0.1366,12691363.0,1711422.5753,10229
1651276800000,2022-04-30,CFXUSDT,0.1461,0.148,0.1343,0.1351,16108991.0,2291835.6841,12695
1651190400000,2022-04-29,CFXUSDT,0.1526,0.1528,0.1441,0.146,12223611.0,1818546.2831,10310
1651104000000,2022-04-28,CFXUSDT,0.1581,0.1582,0.1524,0.1526,19889389.0,3089875.567,12480
1651017600000,2022-04-27,CFXUSDT,0.1516,0.169,0.1504,0.158,29725933.0,4701444.0967,17782
1650931200000,2022-04-26,CFXUSDT,0.1606,0.165,0.15,0.1517,15299746.0,2407403.2098,15379
1650844800000,2022-04-25,CFXUSDT,0.162,0.162,0.1541,0.1606,16353914.0,2576832.9993,15077
1650758400000,2022-04-24,CFXUSDT,0.1641,0.1647,0.1606,0.1619,13697937.0,2231124.4202,13949
1650672000000,2022-04-23,CFXUSDT,0.1611,0.1708,0.1598,0.164,35949553.0,5972247.639,28420
1650585600000,2022-04-22,CFXUSDT,0.1627,0.1649,0.159,0.161,24332681.0,3936120.9205,16785
1650499200000,2022-04-21,CFXUSDT,0.1776,0.182,0.1622,0.1627,32758476.0,5684177.6754,24697
1650412800000,2022-04-20,CFXUSDT,0.1924,0.1924,0.1772,0.1776,26706277.0,4972991.1265,22348
1650326400000,2022-04-19,CFXUSDT,0.2007,0.2049,0.1899,0.1926,32784529.0,6404104.6933,34552
1650240000000,2022-04-18,CFXUSDT,0.1912,0.2142,0.183,0.2008,69957941.0,13758585.0558,69295
1650153600000,2022-04-17,CFXUSDT,0.1921,0.213,0.1894,0.1913,109557815.0,22077851.8443,99228
1650067200000,2022-04-16,CFXUSDT,0.1829,0.2088,0.178,0.192,128535686.0,24754793.1623,121320
1649980800000,2022-04-15,CFXUSDT,0.1613,0.1946,0.1611,0.183,67497103.0,12022126.4258,61854
1649894400000,2022-04-14,CFXUSDT,0.1693,0.1702,0.1603,0.1611,17998314.0,2980816.6239,24260
1649808000000,2022-04-13,CFXUSDT,0.1613,0.172,0.1578,0.1693,27923804.0,4596856.3402,32944
1649721600000,2022-04-12,CFXUSDT,0.1558,0.163,0.1549,0.1612,21113889.0,3364266.4141,24094
1649635200000,2022-04-11,CFXUSDT,0.1661,0.176,0.1531,0.156,60365533.0,9974862.099,48103
1649548800000,2022-04-10,CFXUSDT,0.1586,0.1762,0.1538,0.1663,44935097.0,7424301.2849,36734
1649462400000,2022-04-09,CFXUSDT,0.1524,0.1629,0.1509,0.1585,16743391.0,2604061.3147,15815
1649376000000,2022-04-08,CFXUSDT,0.1595,0.1642,0.1509,0.1523,15939576.0,2531948.4114,18523
1649289600000,2022-04-07,CFXUSDT,0.1577,0.1623,0.1554,0.1594,16535446.0,2623730.2469,17143
1649203200000,2022-04-06,CFXUSDT,0.177,0.1799,0.157,0.1577,56239476.0,9444128.8259,55025
1649116800000,2022-04-05,CFXUSDT,0.1641,0.1864,0.1634,0.1773,74913873.0,13171713.1491,67443
1649030400000,2022-04-04,CFXUSDT,0.1682,0.1765,0.1576,0.164,33538867.0,5577228.258,29826
1648944000000,2022-04-03,CFXUSDT,0.163,0.172,0.1629,0.1682,20685651.0,3469621.6534,20925
1648857600000,2022-04-02,CFXUSDT,0.179,0.1821,0.1626,0.1631,48032274.0,8308388.6152,44718
1648771200000,2022-04-01,CFXUSDT,0.1997,0.2019,0.1715,0.179,76855027.0,14039819.39,68597
1648684800000,2022-03-31,CFXUSDT,0.1767,0.222,0.1767,0.1996,140917384.0,28117749.2715,139299
1648598400000,2022-03-30,CFXUSDT,0.174,0.1897,0.1703,0.1768,49593891.0,8807789.188,49234
1648512000000,2022-03-29,CFXUSDT,0.1829,0.219,0.1708,0.1741,241889076.0,46346701.2704,213145
1648425600000,2022-03-28,CFXUSDT,0.1524,0.2488,0.1513,0.1829,307620186.0,63090549.3932,257203
1648339200000,2022-03-27,CFXUSDT,0.1501,0.1537,0.1434,0.1524,18141853.0,2687423.0607,17342
1648252800000,2022-03-26,CFXUSDT,0.1367,0.153,0.1351,0.1502,25254920.0,3646619.9459,23869
1648166400000,2022-03-25,CFXUSDT,0.1346,0.155,0.1345,0.1366,74824840.0,10820995.8127,59880
1648080000000,2022-03-24,CFXUSDT,0.1264,0.159,0.1253,0.1346,122782775.0,17529208.8812,91487
1647993600000,2022-03-23,CFXUSDT,0.1262,0.1272,0.1237,0.1265,13103215.0,1642346.0172,9891
1647907200000,2022-03-22,CFXUSDT,0.1256,0.1307,0.1252,0.1261,12556215.0,1611566.2136,12069
1647820800000,2022-03-21,CFXUSDT,0.1273,0.1331,0.1245,0.1256,17405237.0,2213076.5194,16868
1647734400000,2022-03-20,CFXUSDT,0.1253,0.157,0.1212,0.1274,67243221.0,9103563.9153,58103
1647648000000,2022-03-19,CFXUSDT,0.1228,0.13,0.1225,0.1253,21338517.0,2687933.0515,19581
1647561600000,2022-03-18,CFXUSDT,0.117,0.1269,0.1136,0.1228,26348255.0,3153441.9319,19228
1647475200000,2022-03-17,CFXUSDT,0.1167,0.121,0.1161,0.1171,13372748.0,1589610.0268,11674
1647388800000,2022-03-16,CFXUSDT,0.1146,0.1184,0.1125,0.1167,10322464.0,1188126.5635,12208
1647302400000,2022-03-15,CFXUSDT,0.1188,0.119,0.1138,0.1146,9862674.0,1138356.3307,14031
1647216000000,2022-03-14,CFXUSDT,0.1179,0.1234,0.1164,0.1189,9954728.0,1193603.6276,10171
1647129600000,2022-03-13,CFXUSDT,0.1182,0.1234,0.1168,0.1178,10651015.0,1274752.8703,9615
1647043200000,2022-03-12,CFXUSDT,0.1184,0.1229,0.1181,0.1182,6445667.0,774717.7634,6339
1646956800000,2022-03-11,CFXUSDT,0.1237,0.1257,0.1164,0.1184,14516259.0,1756660.5232,14403
1646870400000,2022-03-10,CFXUSDT,0.1254,0.132,0.119,0.1236,29657490.0,3668733.8014,32698
1646784000000,2022-03-09,CFXUSDT,0.1251,0.1326,0.123,0.1256,20569961.0,2628219.5402,18975
1646697600000,2022-03-08,CFXUSDT,0.1188,0.1377,0.1181,0.1252,38589557.0,4942349.2116,40867
1646611200000,2022-03-07,CFXUSDT,0.1205,0.1318,0.1141,0.1188,24286691.0,2952084.2887,26825
1646524800000,2022-03-06,CFXUSDT,0.1323,0.1328,0.1181,0.1205,20410269.0,2554259.0387,19801
1646438400000,2022-03-05,CFXUSDT,0.1205,0.1455,0.1191,0.1324,32464034.0,4291742.379,31119
1646352000000,2022-03-04,CFXUSDT,0.1283,0.1334,0.12,0.1204,32254600.0,4091427.8375,38328
1646265600000,2022-03-03,CFXUSDT,0.135,0.1357,0.1239,0.1283,31905985.0,4111947.5702,27256
1646179200000,2022-03-02,CFXUSDT,0.1454,0.1476,0.1348,0.1351,37237533.0,5246496.1468,30812
1646092800000,2022-03-01,CFXUSDT,0.1605,0.1623,0.1442,0.1455,35602988.0,5396374.1609,27159
1646006400000,2022-02-28,CFXUSDT,0.1392,0.182,0.1366,0.1604,57961933.0,8814026.6144,53023
1645920000000,2022-02-27,CFXUSDT,0.1694,0.1845,0.1382,0.1394,74979809.0,11901147.5244,54526
1645833600000,2022-02-26,CFXUSDT,0.1527,0.1838,0.1471,0.1694,73109688.0,12121432.841,65853
1645747200000,2022-02-25,CFXUSDT,0.1275,0.1675,0.127,0.1527,98349556.0,14404952.9754,86099
1645660800000,2022-02-24,CFXUSDT,0.126,0.1378,0.1133,0.1275,124496257.0,15485239.1796,90485
1645574400000,2022-02-23,CFXUSDT,0.1083,0.1383,0.1068,0.1258,87884806.0,11019706.6523,66105
1645488000000,2022-02-22,CFXUSDT,0.102,0.1157,0.0998,0.1082,16604203.0,1749875.7594,12703
1645401600000,2022-02-21,CFXUSDT,0.1096,0.115,0.1011,0.1017,9335880.0,1016870.7666,9005
1645315200000,2022-02-20,CFXUSDT,0.1151,0.1151,0.1055,0.1096,8040200.0,878204.1945,7234
1645228800000,2022-02-19,CFXUSDT,0.1148,0.1182,0.1116,0.1151,4642538.0,533807.4126,4994
1645142400000,2022-02-18,CFXUSDT,0.1197,0.1224,0.1139,0.1145,9821937.0,1159150.8585,8453
1645056000000,2022-02-17,CFXUSDT,0.1323,0.1347,0.119,0.1198,11605013.0,1474474.1815,10752
1644969600000,2022-02-16,CFXUSDT,0.132,0.1383,0.1268,0.1324,13895114.0,1836484.1268,11860
1644883200000,2022-02-15,CFXUSDT,0.1252,0.1343,0.1247,0.1321,12016611.0,1561397.84,11173
1644796800000,2022-02-14,CFXUSDT,0.1209,0.1307,0.1185,0.1251,11055513.0,1370233.9244,11047
1644710400000,2022-02-13,CFXUSDT,0.1224,0.1343,0.1202,0.1209,11913887.0,1502331.3552,12358
1644624000000,2022-02-12,CFXUSDT,0.1231,0.1272,0.12,0.1224,9989335.0,1229961.0307,8545
1644537600000,2022-02-11,CFXUSDT,0.129,0.152,0.1201,0.1231,50579334.0,7103549.2661,47731
1644451200000,2022-02-10,CFXUSDT,0.1366,0.1385,0.1288,0.129,16522238.0,2207286.8231,17101
1644364800000,2022-02-09,CFXUSDT,0.1344,0.1452,0.1309,0.1362,18862740.0,2586952.6944,18610
1644278400000,2022-02-08,CFXUSDT,0.1439,0.1449,0.1286,0.1344,29092333.0,3930567.813,25407
1644192000000,2022-02-07,CFXUSDT,0.1428,0.1502,0.1394,0.1441,37587963.0,5463471.3859,32284
1644105600000,2022-02-06,CFXUSDT,0.1457,0.172,0.1382,0.1428,188049639.0,29356158.0338,143386
1644019200000,2022-02-05,CFXUSDT,0.1207,0.1769,0.1181,0.1458,223320072.0,34342863.2999,153491
1643932800000,2022-02-04,CFXUSDT,0.1101,0.1222,0.1094,0.1207,14222997.0,1656364.8528,11297
1643846400000,2022-02-03,CFXUSDT,0.1068,0.1129,0.1054,0.1101,11257927.0,1220750.9034,8810
1643760000000,2022-02-02,CFXUSDT,0.1129,0.118,0.1055,0.107,18678331.0,2084454.3243,12689
1643673600000,2022-02-01,CFXUSDT,0.1122,0.1147,0.1105,0.1128,5706443.0,641638.5914,4006
1643587200000,2022-01-31,CFXUSDT,0.109,0.1149,0.1045,0.1123,5968669.0,655423.5688,4458
1643500800000,2022-01-30,CFXUSDT,0.1154,0.1175,0.1071,0.1088,7280366.0,821744.268,4594
1643414400000,2022-01-29,CFXUSDT,0.1106,0.1188,0.1102,0.1152,24364257.0,2807450.2892,9557
1643328000000,2022-01-28,CFXUSDT,0.1066,0.1149,0.1062,0.1106,12225821.0,1345872.7083,8646
1643241600000,2022-01-27,CFXUSDT,0.1047,0.1097,0.1001,0.1067,9782459.0,1027496.7391,6964
1643155200000,2022-01-26,CFXUSDT,0.1031,0.1148,0.102,0.1047,16269980.0,1774942.3233,12798
1643068800000,2022-01-25,CFXUSDT,0.1035,0.1048,0.0981,0.1029,8028050.0,816207.4232,5833
1642982400000,2022-01-24,CFXUSDT,0.1075,0.1077,0.0912,0.1035,21778286.0,2139319.3063,17604
1642896000000,2022-01-23,CFXUSDT,0.1072,0.1173,0.1014,0.1078,18026946.0,1960691.9475,12896
1642809600000,2022-01-22,CFXUSDT,0.1255,0.1286,0.0931,0.1073,34703765.6,3797890.383,24234
1642723200000,2022-01-21,CFXUSDT,0.164,0.1645,0.1223,0.1255,31676129.548,4467572.199948,24282
1642636800000,2022-01-20,CFXUSDT,0.167,0.1763,0.1621,0.1639,5561303.0,953426.0913,6572
1642550400000,2022-01-19,CFXUSDT,0.1717,0.1818,0.1664,0.1669,8469844.0,1464191.6192,11050
1642464000000,2022-01-18,CFXUSDT,0.1768,0.1786,0.165,0.1716,7636443.0,1304897.6347,7802
1642377600000,2022-01-17,CFXUSDT,0.1858,0.1889,0.1742,0.1768,8337492.0,1491901.0216,7997
1642291200000,2022-01-16,CFXUSDT,0.1828,0.1887,0.18,0.1855,8889215.0,1640383.8317,9417
1642204800000,2022-01-15,CFXUSDT,0.1773,0.1898,0.1761,0.1829,11368858.0,2089900.2408,12188
1642118400000,2022-01-14,CFXUSDT,0.1761,0.1796,0.1711,0.1764,6505932.0,1142412.0588,6182
1642032000000,2022-01-13,CFXUSDT,0.1849,0.1869,0.1755,0.1761,5748966.0,1041606.1479,6260
1641945600000,2022-01-12,CFXUSDT,0.1793,0.1881,0.1778,0.1844,8311517.0,1512690.1271,8168
1641859200000,2022-01-11,CFXUSDT,0.1739,0.182,0.1723,0.1789,4399621.0,782614.7978,5052
1641772800000,2022-01-10,CFXUSDT,0.1827,0.1919,0.1695,0.1734,7948126.0,1422258.3526,9554
1641686400000,2022-01-09,CFXUSDT,0.1767,0.1978,0.1752,0.1826,7807782.0,1439217.1328,9217
1641600000000,2022-01-08,CFXUSDT,0.1926,0.1965,0.1727,0.1767,11979264.0,2223979.5298,13033
1641513600000,2022-01-07,CFXUSDT,0.1978,0.2001,0.1878,0.1922,7969159.0,1546772.1311,10567
1641427200000,2022-01-06,CFXUSDT,0.1997,0.2077,0.1887,0.1975,9000838.0,1769911.157,11353
1641340800000,2022-01-05,CFXUSDT,0.205,0.2131,0.19,0.1997,11495759.0,2348894.0693,14520
1641254400000,2022-01-04,CFXUSDT,0.2094,0.2125,0.2029,0.2048,8434405.0,1751000.4091,10410
1641168000000,2022-01-03,CFXUSDT,0.2265,0.2385,0.205,0.2099,24840503.0,5442090.7009,29501
1641081600000,2022-01-02,CFXUSDT,0.2046,0.2439,0.1999,0.2264,41071770.0,9192568.0539,49494
1640995200000,2022-01-01,CFXUSDT,0.1983,0.205,0.1978,0.2044,3678107.0,743189.4184,5375
1640908800000,2021-12-31,CFXUSDT,0.199,0.208,0.195,0.1986,6997128.0,1410789.8915,8629
1640822400000,2021-12-30,CFXUSDT,0.197,0.21,0.193,0.199,9200128.0,1847124.0192,11711
1640736000000,2021-12-29,CFXUSDT,0.204,0.2135,0.1937,0.197,10900477.0,2216499.5112,14300
1640649600000,2021-12-28,CFXUSDT,0.2316,0.2316,0.2032,0.204,12844035.0,2765182.7115,18107
1640563200000,2021-12-27,CFXUSDT,0.2275,0.239,0.226,0.2315,10163053.0,2363255.0695,13916
1640476800000,2021-12-26,CFXUSDT,0.2287,0.2308,0.2193,0.2277,8577510.0,1923552.5317,11313
1640390400000,2021-12-25,CFXUSDT,0.2299,0.2371,0.2254,0.2292,8248804.0,1895920.0468,10524
1640304000000,2021-12-24,CFXUSDT,0.2323,0.243,0.2275,0.2299,10072825.0,2367913.8456,14224
1640217600000,2021-12-23,CFXUSDT,0.2206,0.2354,0.2159,0.2318,16524025.0,3731731.9536,22616
1640131200000,2021-12-22,CFXUSDT,0.2252,0.238,0.2188,0.2208,13848875.0,3128965.8523,20900
1640044800000,2021-12-21,CFXUSDT,0.2158,0.2282,0.2144,0.2252,12492725.0,2775971.6424,21004
1639958400000,2021-12-20,CFXUSDT,0.2224,0.2315,0.207,0.2151,23181517.0,5013171.7431,31863
1639872000000,2021-12-19,CFXUSDT,0.2407,0.2524,0.2213,0.2222,29412083.0,6883345.5255,40614
1639785600000,2021-12-18,CFXUSDT,0.2172,0.3043,0.214,0.2412,249030280.0,65846597.1486,331574
1639699200000,2021-12-17,CFXUSDT,0.2045,0.245,0.1974,0.2173,34614650.0,7710706.1551,47425
1639612800000,2021-12-16,CFXUSDT,0.2074,0.2159,0.2041,0.2045,8246349.0,1721809.1305,10846
1639526400000,2021-12-15,CFXUSDT,0.1981,0.2198,0.196,0.208,20193802.0,4093635.1873,20795
1639440000000,2021-12-14,CFXUSDT,0.1917,0.2275,0.1884,0.1982,30646906.0,6258583.0557,30503
1639353600000,2021-12-13,CFXUSDT,0.2191,0.2214,0.1845,0.1918,13137110.0,2635886.4111,15077
1639267200000,2021-12-12,CFXUSDT,0.2108,0.2332,0.2059,0.2183,29886664.0,6511800.43,21965
1639180800000,2021-12-11,CFXUSDT,0.2034,0.2282,0.1987,0.2103,14428674.0,3075529.1088,17973
1639094400000,2021-12-10,CFXUSDT,0.2084,0.2204,0.1992,0.2032,16831495.0,3496760.1756,15573
1639008000000,2021-12-09,CFXUSDT,0.239,0.2647,0.2077,0.2085,25510477.0,5918080.2256,27265
1638921600000,2021-12-08,CFXUSDT,0.2197,0.2557,0.2131,0.2392,28072667.0,6502698.8052,30133
1638835200000,2021-12-07,CFXUSDT,0.2265,0.2368,0.2145,0.2197,16476167.0,3709930.0736,18739
1638748800000,2021-12-06,CFXUSDT,0.2181,0.2293,0.1944,0.2262,19253565.0,4023684.1664,24667
1638662400000,2021-12-05,CFXUSDT,0.2352,0.2387,0.2081,0.2177,21062604.0,4722464.6298,23063
1638576000000,2021-12-04,CFXUSDT,0.2936,0.2942,0.1753,0.2357,33048585.726,7977365.8666692,40451
1638489600000,2021-12-03,CFXUSDT,0.3077,0.3282,0.2874,0.2938,59449846.0,18431193.3871,74208
1638403200000,2021-12-02,CFXUSDT,0.2862,0.323,0.278,0.3074,50157093.0,14906876.8204,66056
1638316800000,2021-12-01,CFXUSDT,0.278,0.2985,0.2723,0.2862,20633263.0,5838739.2432,25960
1638230400000,2021-11-30,CFXUSDT,0.283,0.2862,0.2705,0.2777,10333408.0,2873704.8493,16720
1638144000000,2021-11-29,CFXUSDT,0.286,0.2885,0.2792,0.283,12104714.0,3433239.0063,15434
1638057600000,2021-11-28,CFXUSDT,0.2999,0.349,0.2687,0.2858,59059851.0,18244152.9361,80442
1637971200000,2021-11-27,CFXUSDT,0.267,0.309,0.2653,0.3,20550430.0,5903331.2542,29777
1637884800000,2021-11-26,CFXUSDT,0.2993,0.3069,0.2643,0.2667,28617120.0,8209135.0778,34699
1637798400000,2021-11-25,CFXUSDT,0.2824,0.3095,0.282,0.2991,38797705.0,11610140.5224,38911
1637712000000,2021-11-24,CFXUSDT,0.2911,0.2919,0.2727,0.2824,14152508.0,3966236.4065,17017
1637625600000,2021-11-23,CFXUSDT,0.3043,0.3043,0.2866,0.2913,13207941.0,3894783.1481,18685
1637539200000,2021-11-22,CFXUSDT,0.2973,0.354,0.2958,0.3043,49466722.0,15893495.5736,79506
1637452800000,2021-11-21,CFXUSDT,0.2824,0.319,0.2803,0.2976,32632623.0,9890206.9516,45119
1637366400000,2021-11-20,CFXUSDT,0.2755,0.2864,0.2683,0.2824,14665967.0,4081980.7319,16456
1637280000000,2021-11-19,CFXUSDT,0.2628,0.28,0.2557,0.2755,9014969.0,2432961.9436,11857
1637193600000,2021-11-18,CFXUSDT,0.2806,0.2974,0.2595,0.2626,18377073.0,5092903.994,25406
1637107200000,2021-11-17,CFXUSDT,0.2769,0.2827,0.2681,0.2803,10807589.0,2977967.5521,18986
1637020800000,2021-11-16,CFXUSDT,0.3062,0.3065,0.2676,0.2769,18502091.0,5275922.4018,26126
1636934400000,2021-11-15,CFXUSDT,0.3144,0.319,0.3061,0.3066,9386960.0,2921247.2969,11984
1636848000000,2021-11-14,CFXUSDT,0.3112,0.3178,0.3061,0.3144,10968205.0,3417591.7059,14712
1636761600000,2021-11-13,CFXUSDT,0.3125,0.32,0.3074,0.3112,12309429.0,3852526.7714,17264
1636675200000,2021-11-12,CFXUSDT,0.3134,0.3214,0.2945,0.3125,22638380.0,6986135.0091,28960
1636588800000,2021-11-11,CFXUSDT,0.3121,0.3197,0.3071,0.3133,11166576.0,3501851.7752,16378
1636502400000,2021-11-10,CFXUSDT,0.3302,0.3345,0.301,0.3124,26184598.0,8437273.1748,27602
1636416000000,2021-11-09,CFXUSDT,0.3376,0.3376,0.3292,0.3302,17096719.0,5694177.9408,20583
1636329600000,2021-11-08,CFXUSDT,0.3416,0.3449,0.3291,0.3376,22000351.0,7369889.9086,25677
1636243200000,2021-11-07,CFXUSDT,0.3355,0.3424,0.3302,0.3416,16251074.0,5457795.6268,22386
1636156800000,2021-11-06,CFXUSDT,0.3468,0.3625,0.3251,0.3355,26336284.0,8947074.624,37036
1636070400000,2021-11-05,CFXUSDT,0.325,0.3795,0.3236,0.3466,69872116.0,24579276.0609,95606
1635984000000,2021-11-04,CFXUSDT,0.3288,0.337,0.3188,0.3251,23320397.0,7636793.2182,29701
1635897600000,2021-11-03,CFXUSDT,0.3413,0.3413,0.3177,0.3288,22484025.0,7387986.0149,27209
1635811200000,2021-11-02,CFXUSDT,0.3233,0.346,0.3202,0.3413,31447905.0,10464739.6052,40809
1635724800000,2021-11-01,CFXUSDT,0.3154,0.3325,0.3065,0.3233,32347387.0,10393453.8824,45026
1635638400000,2021-10-31,CFXUSDT,0.3102,0.321,0.2983,0.3154,23815076.0,7345263.0335,29714
1635552000000,2021-10-30,CFXUSDT,0.3167,0.335,0.2988,0.3098,21819785.0,6885050.8573,30288
1635465600000,2021-10-29,CFXUSDT,0.3034,0.335,0.302,0.3166,26795148.0,8543274.5446,40462
1635379200000,2021-10-28,CFXUSDT,0.2965,0.3171,0.2897,0.303,21382003.0,6494858.2253,27891
1635292800000,2021-10-27,CFXUSDT,0.3358,0.3382,0.2963,0.2968,33349344.0,10473850.6629,48045
1635206400000,2021-10-26,CFXUSDT,0.334,0.35,0.3306,0.3358,28232270.0,9569033.7848,38991
1635120000000,2021-10-25,CFXUSDT,0.3286,0.341,0.3261,0.3339,13333853.0,4437408.5859,18264
1635033600000,2021-10-24,CFXUSDT,0.3391,0.3487,0.3241,0.3286,13674982.0,4581558.9081,20505
1634947200000,2021-10-23,CFXUSDT,0.3407,0.3441,0.3336,0.3398,10515788.0,3568466.6613,17359
1634860800000,2021-10-22,CFXUSDT,0.3432,0.3519,0.331,0.3408,17922064.0,6112084.3847,26446
1634774400000,2021-10-21,CFXUSDT,0.3428,0.3598,0.3315,0.3432,32489845.0,11291446.2068,42427
1634688000000,2021-10-20,CFXUSDT,0.3313,0.3581,0.3281,0.3433,23532554.0,8011955.1627,28601
1634601600000,2021-10-19,CFXUSDT,0.3366,0.3455,0.328,0.3313,16355704.0,5486963.947,20904
1634515200000,2021-10-18,CFXUSDT,0.3376,0.3499,0.3262,0.3368,17008607.0,5734900.6398,22554
1634428800000,2021-10-17,CFXUSDT,0.3534,0.3578,0.3288,0.3375,27476663.0,9506970.6983,35703
1634342400000,2021-10-16,CFXUSDT,0.3736,0.3736,0.3409,0.3532,56665698.0,19950337.4281,60006
1634256000000,2021-10-15,CFXUSDT,0.336,0.4238,0.3138,0.3732,158765923.0,58233851.2718,193693
1634169600000,2021-10-14,CFXUSDT,0.3167,0.345,0.3137,0.3366,33486897.0,11088934.4435,44786
1634083200000,2021-10-13,CFXUSDT,0.3243,0.334,0.307,0.3162,26221460.0,8282652.5954,31920
1633996800000,2021-10-12,CFXUSDT,0.3416,0.35,0.3005,0.3245,29781261.0,9676570.411,38418
1633910400000,2021-10-11,CFXUSDT,0.3554,0.3661,0.3353,0.342,40908448.0,14185600.8482,49711
1633824000000,2021-10-10,CFXUSDT,0.3434,0.395,0.3283,0.3548,135276499.0,49514032.2962,160607
1633737600000,2021-10-09,CFXUSDT,0.3332,0.3579,0.3301,0.343,34006000.0,11575231.62,43073
1633651200000,2021-10-08,CFXUSDT,0.3215,0.3781,0.32,0.333,72408433.0,25066634.2092,68599
1633564800000,2021-10-07,CFXUSDT,0.3255,0.34,0.3147,0.3213,33737448.0,10929954.243,42917
1633478400000,2021-10-06,CFXUSDT,0.3367,0.3469,0.3119,0.3257,32200655.0,10583620.6371,36844
1633392000000,2021-10-05,CFXUSDT,0.3466,0.3592,0.3279,0.3371,35800816.0,12267423.4534,41603
1633305600000,2021-10-04,CFXUSDT,0.3445,0.3679,0.3262,0.3468,54664451.0,19002827.0121,62050
1633219200000,2021-10-03,CFXUSDT,0.3237,0.3749,0.315,0.3445,78549035.0,27415618.423,89851
1633132800000,2021-10-02,CFXUSDT,0.3257,0.3411,0.3148,0.324,35693064.0,11698133.6844,36299
1633046400000,2021-10-01,CFXUSDT,0.3059,0.3337,0.2978,0.3256,43468625.0,13841516.2614,40278
1632960000000,2021-09-30,CFXUSDT,0.2952,0.3139,0.2944,0.3057,27453506.0,8417919.2623,28961
1632873600000,2021-09-29,CFXUSDT,0.3118,0.33,0.2866,0.2952,39204850.0,12336169.1048,40602
1632787200000,2021-09-28,CFXUSDT,0.3473,0.3773,0.31,0.3118,75085368.0,25799653.5516,83344
1632700800000,2021-09-27,CFXUSDT,0.3162,0.388,0.3064,0.3474,159670120.0,56750944.1741,158123
1632614400000,2021-09-26,CFXUSDT,0.3447,0.3461,0.2891,0.3162,73573389.0,23342959.6874,76403
1632528000000,2021-09-25,CFXUSDT,0.3578,0.385,0.325,0.3449,82901845.0,29410034.4673,90601
1632441600000,2021-09-24,CFXUSDT,0.387,0.42,0.3216,0.358,98808570.0,35592890.6883,100407
1632355200000,2021-09-23,CFXUSDT,0.3966,0.4335,0.3698,0.387,69657012.0,27955253.6686,81415
1632268800000,2021-09-22,CFXUSDT,0.365,0.4198,0.3639,0.3968,82321072.0,32596426.7313,91343
